orgao_cnpj,portfolio_hhi_abr,portfolio_hhi_norm_abr,portfolio_cr1_abr,portfolio_cr4_abr,count_hhi_abr,count_hhi_norm_abr,exposicao_strength_global_abr,exposicao_degree_global_abr,n_fornecedores_abr,n_instrumentos_abr,quadrante_abr,exposicao_oculta_abr,portfolio_hhi_mai,portfolio_hhi_norm_mai,portfolio_cr1_mai,portfolio_cr4_mai,count_hhi_mai,count_hhi_norm_mai,exposicao_strength_global_mai,exposicao_degree_global_mai,n_fornecedores_mai,n_instrumentos_mai,quadrante_mai,exposicao_oculta_mai,delta_hhi,delta_hhi_norm,delta_exposicao_strength,quadrante_estavel
01280363000190,0.5426743137465568,0.5198080294338847,0.6756521197324181,0.9903875242281828,0.072,0.0256,0.984644857137824,0.4069836888518128,21,25,critico,False,0.516445116024835,0.5026292621969731,0.6590008145435865,0.9734623411538118,0.0375,0.01,0.9764547823318932,0.4030349397261867,36,40,critico,False,-0.02622919772172183,-0.017178767236911585,-0.008190074805930814,True
01282378000198,0.3532488291209398,0.3128268809409986,0.4534181729793943,0.9233435980762644,0.1173607355327203,0.0621957815035154,0.9609505911733514,0.9864002956347424,17,43,oculta,True,0.3264675749704674,0.3047407225501599,0.4356945742584251,0.8872511509951386,0.0599506459573232,0.0296264732462691,0.9509934352417204,0.988420371692752,32,83,oculta,True,-0.02678125415047239,-0.008086158390838705,-0.009957155931630934,True
01349236000109,0.0849908665311566,0.0468654859699548,0.1393851825721429,0.4642021187779968,0.0729675380637747,0.0343411854830987,0.9586284884397468,0.9985034487519528,25,118,oculta,True,0.0850697326245563,0.04988010695627,0.1541113898992513,0.4692083872464032,0.0720888888888889,0.0364,0.9661347823758368,0.998823193447826,27,150,oculta,True,7.886609339970152e-05,0.0030146209863151988,0.007506293936090036,True
01397083000167,0.2366719241252105,0.2073131519761801,0.4217927108953458,0.7559180680094052,0.0665294924554183,0.0306267806267806,0.684335781921302,0.7464542544696515,27,54,baixo_baixo,False,0.1466578203959035,0.1229538709624564,0.3114594844226521,0.6386149523414854,0.0504785137924563,0.0241029169533579,0.8329953085390361,0.9499614551316564,37,73,baixo_baixo,False,-0.09001410372930699,-0.08435928101372371,0.14865952661773418,True
01404511000131,0.1695751351530033,0.1409397949858655,0.3092165129053812,0.7318948808157161,0.0710059171597633,0.0389716384411344,0.7427881757581279,0.4147747648465809,30,52,baixo_baixo,False,0.1426669623016937,0.1181717326531707,0.2803506883397885,0.6635713975981605,0.0577420281528296,0.030820371814339,0.7361063369289741,0.536758008670956,36,59,baixo_baixo,False,-0.026908172851309586,-0.022768062332694808,-0.006681838829153852,True
01420402000108,0.7028043610551932,0.6757865756965744,0.8355120608031337,0.9359562280766384,0.0918367346938775,0.0092764378478664,0.8531973680651624,0.4626017349862958,12,14,hhi_alto,False,0.6902083991042532,0.6643924323629409,0.8279417628596837,0.9274758388148044,0.0844444444444444,0.0081481481481481,0.8423318955145528,0.4620975469133834,13,15,hhi_alto,False,-0.012595961950939927,-0.011394143333633533,-0.010865472550609656,True
01465988000127,0.1009652556342129,0.0894391691679849,0.2323459317078937,0.5483085366382829,0.0267069790879314,0.0142288634352126,0.8044029908250854,0.6114692137758163,79,126,baixo_baixo,False,0.0712633816597722,0.0629710904245916,0.1908458526835808,0.4472593478821589,0.018589176154574,0.009826579513097,0.7780985131691335,0.6335084298579464,113,181,baixo_baixo,False,-0.0297018739744407,-0.026468078743393297,-0.026304477655951897,True
01494665000161,0.2723093953408538,0.1995403348749392,0.4619813603147613,0.8674658168454348,0.0972222222222222,0.0069444444444444,0.6585518411733582,0.4156679955895994,11,12,baixo_baixo,False,0.1825732498012632,0.1241856247870677,0.3065114816227887,0.7368088077798988,0.074074074074074,0.0079365079365079,0.6712453370504156,0.4348281855208816,15,18,baixo_baixo,False,-0.08973614553959061,-0.0753547100878715,0.01269349587705737,True
01600293000100,0.1873950118486135,0.1395947184279437,0.3700129415584127,0.7046651377937484,0.0672153635116598,0.0123456790123456,0.8038253417223027,0.993474759277767,18,27,baixo_baixo,False,0.4190953485824656,0.3938386246077902,0.621730443060657,0.8918264777878436,0.055,0.0139130434782608,0.6895089403573158,0.6260760024289795,24,40,hhi_alto,False,0.2317003367338521,0.2542439061798465,-0.11431640136498689,False
01610999000153,0.379511129578573,0.3231030504493524,0.5953658643055947,0.843736029178226,0.0887573964497041,0.0059171597633136,0.810395809357148,0.993698502680622,12,13,baixo_baixo,False,0.379511129578573,0.3231030504493524,0.5953658643055947,0.843736029178226,0.0887573964497041,0.0059171597633136,0.817486814233129,0.9947415335402404,12,13,baixo_baixo,False,0.0,0.0,0.007091004875981022,True
01648573000199,0.3289291467145105,0.307958182549339,0.5630230539799139,0.7077020173638056,0.035,0.00484375,0.8775445428704077,0.5395688961893396,33,40,baixo_baixo,False,0.2591457495889256,0.2385664648552847,0.486728815686303,0.6967581709012368,0.03099173553719,0.004074839302112,0.8859567334781283,0.7447417882825756,37,44,baixo_baixo,False,-0.0697833971255849,-0.06939171769405428,0.008412190607720582,True
01650166000116,0.2138000615108942,0.1576429230473867,0.4144727530102292,0.6717912538374133,0.074074074074074,0.0079365079365079,0.6797993646672814,0.4842487104156421,15,18,baixo_baixo,False,0.2138000615108942,0.1576429230473867,0.4144727530102292,0.6717912538374133,0.074074074074074,0.0079365079365079,0.6717791023304875,0.4825474236048388,15,18,baixo_baixo,False,0.0,0.0,-0.00802026233679387,True
01746653000187,0.034610940319132,0.0275643048470088,0.0926148921164038,0.2723206939978005,0.0214382758804411,0.0142954895729991,0.914523868022002,0.9961280917729416,138,548,baixo_baixo,False,0.0349112696172949,0.0289539317754263,0.1041020360887652,0.2867162545108269,0.0205458083266968,0.0144997947978492,0.9274310169250825,0.995583892748012,163,698,oculta,True,0.0003003292981628991,0.001389626928417497,0.012907148903080423,False
01815216000178,0.2118377667636317,0.2040341802959449,0.432564297020969,0.6523970958285075,0.0105785123966942,0.0007822600441862,0.936951545280044,0.4355309444748664,102,110,oculta,True,0.1694447488653912,0.1623459860351809,0.3844455395096016,0.5911605889207416,0.0095270890725436,0.0010615086372662,0.9295376138843544,0.4374408462174675,118,132,oculta,True,-0.04239301789824049,-0.04168819426076398,-0.007413931395689577,True
01823752000115,0.3240054066190527,0.1888064879428633,0.4444399859353791,0.952320224343146,0.1851851851851851,0.0222222222222222,0.7033652079283477,0.7252267318372383,6,9,baixo_baixo,False,0.3104101187524868,0.1954784718779012,0.4346774761433477,0.9314016845863492,0.16,0.02,0.7097156326300114,0.7318943721529946,7,10,baixo_baixo,False,-0.013595287866565886,0.006671983935037901,0.006350424701663693,True
01824828000127,0.1948846860288647,0.16506560032623,0.4109546516741543,0.6264116559885258,0.055357477950835,0.02037071787494,0.7694642596018771,0.9877600604226044,28,73,baixo_baixo,False,0.091977818179969,0.0708610232539217,0.1895287908144274,0.5085059552026232,0.0408869430124991,0.0185819881988363,0.7617932960121432,0.9872984321413474,44,119,baixo_baixo,False,-0.10290686784889569,-0.0942045770723083,-0.007670963589733959,True
01850671000104,0.2040627077472675,0.1887562213577919,0.3973994751817979,0.7248442473327118,0.0374974386995424,0.0189877740591489,0.8011047778487688,0.7490052321007226,53,121,baixo_baixo,False,0.1830011271791377,0.1678715184231957,0.3568806139795005,0.712906489276929,0.041559214441579,0.023810311005312,0.8159020325594296,0.934072065827228,55,142,baixo_baixo,False,-0.021061580568129817,-0.02088470293459621,0.014797254710660845,True
01877528000106,0.3488508113076901,0.3081539870144207,0.518659055224785,0.854999683168988,0.0588235294117647,0.0,0.9359330033927246,0.4542219436180652,17,17,oculta,True,0.18778094206419,0.1631682433388624,0.3014926025280597,0.7802878656686911,0.0328707085463842,0.003563760320517,0.954587143568272,0.693133283378935,34,37,oculta,True,-0.16106986924350009,-0.1449857436755583,0.01865414017554745,True
01896727000161,0.6653329469387183,0.6467403328797581,0.8131976558222241,0.9001919920941699,0.084423305588585,0.0335579336768397,0.6108053340521565,0.5163049322030173,19,29,hhi_alto,False,0.6481948109908329,0.6306045515403745,0.8025791070695945,0.8884374912217909,0.0710204081632652,0.0245714285714285,0.6052255859896324,0.5190582746629903,21,35,hhi_alto,False,-0.01713813594788538,-0.016135781339383537,-0.005579748062524148,True
01906118000146,0.7760365628393504,0.7312438754072205,0.8788132254223795,0.9737998766318926,0.1666666666666666,3.3306690738754695e-17,0.8431193349853134,0.4060703352497573,6,6,hhi_alto,False,0.7760365628393504,0.7312438754072205,0.8788132254223795,0.9737998766318926,0.1666666666666666,3.3306690738754695e-17,0.8360752708424759,0.4014183565818778,6,6,hhi_alto,False,0.0,0.0,-0.007044064142837536,True
01935036000120,0.1928339559100965,0.1629389172401001,0.3787872048465546,0.708943915748708,0.0445580715850986,0.0091713334956578,0.7101232223457349,0.9806522054147164,28,37,baixo_baixo,False,0.1645168841735157,0.1357071215588094,0.2774932945418303,0.7032037799730316,0.0475328202806699,0.0146891244282792,0.7594864178019203,0.9862903343629268,30,47,baixo_baixo,False,-0.028317071736580796,-0.027231795681290694,0.049363195456185394,True
01941360000150,0.1879323976042635,0.1788080425211654,0.3838927474152972,0.6459375189585329,0.0263043428492937,0.0153639422071509,0.9590380353206698,0.9900564422781324,90,209,oculta,True,0.1145112754506306,0.106877751963136,0.2874804771475348,0.5384213148899168,0.0218973394248857,0.0134654199371692,0.954040361623876,0.9927368811540808,117,305,oculta,True,-0.0734211221536329,-0.0719302905580294,-0.004997673696793825,True
02073207000111,0.5430055795214022,0.5385687404876294,0.7352626125709117,0.7957432405900523,0.0205161804190593,0.0110066287726424,0.9201699435889676,0.5624282481407645,104,279,hhi_alto,False,0.2533702626219071,0.2467629198132514,0.4365262180477744,0.8039946120092738,0.0228038865754511,0.0141561333593046,0.8937565744233789,0.5288841014205152,114,369,baixo_baixo,False,-0.28963531689949507,-0.291805820674378,-0.026413369165588785,False
02179215000147,0.2732082276552107,0.1693808316059551,0.4533264884553799,0.8659308422866782,0.125,0.0,0.4677990300260582,0.6190105493311074,8,8,baixo_baixo,False,0.2168178832343198,0.1189201186386098,0.3370557104442315,0.8225745897525741,0.1111111111111111,0.0,0.4533577824912054,0.5592538635182008,9,9,baixo_baixo,False,-0.05639034442089089,-0.050460712967345306,-0.014441247534852819,True
02180700000130,0.4964367242432984,0.3285822989910645,0.5215157601808307,1.0,0.28,0.04,0.6225921396677971,0.6970075707163073,4,5,hhi_alto,False,0.4964367242432984,0.3285822989910645,0.5215157601808307,1.0,0.28,0.04,0.6154997230232051,0.6951909457928263,4,5,hhi_alto,False,0.0,0.0,-0.007092416644592037,True
02246138000109,0.2017088272652785,0.1484894157496304,0.3587000015016551,0.7764437888360336,0.1395918367346938,0.0822312925170067,0.8534784519620607,0.4060703352497573,16,35,baixo_baixo,False,0.1980155426802393,0.1445499121922553,0.352453172580913,0.7803370628797031,0.1482834185536888,0.0915023131239347,0.8484519907784592,0.4014183565818778,16,37,baixo_baixo,False,-0.0036932845850392026,-0.003939503557375101,-0.005026461183601505,True
02247113000111,0.2398298533980412,0.2153082357657199,0.3379823096270203,0.8081085921307529,0.0434265318262938,0.0125693231755291,0.8810390139642158,0.9448433003161142,32,41,baixo_baixo,False,0.1938131947393742,0.1693832915496583,0.2824179248094203,0.799708798310813,0.0405624661979448,0.0114886015372765,0.8333239170542818,0.8563208384095313,34,43,baixo_baixo,False,-0.046016658658667,-0.04592494421606158,-0.04771509690993403,True
02299772000100,0.1982636533483986,0.0980466100169484,0.343878954607978,0.7806844096141317,0.1111111111111111,0.0,0.6659069658827812,0.9900807102092184,9,9,baixo_baixo,False,0.1982636533483986,0.0980466100169484,0.343878954607978,0.7806844096141317,0.1111111111111111,0.0,0.6943204845294441,0.992434863368516,9,9,baixo_baixo,False,0.0,0.0,0.02841351864666286,True
02307876000100,0.9919611659947236,0.9903533991936684,0.995969350609912,0.9997974347381636,0.1666666666666666,3.3306690738754695e-17,0.9716531614214748,0.4084552837307427,6,6,critico,False,0.9919611659947236,0.9903533991936684,0.995969350609912,0.9997974347381636,0.1666666666666666,3.3306690738754695e-17,0.9697773996716834,0.9220631694004764,6,6,critico,False,0.0,0.0,-0.001875761749791427,True
02316487000141,0.5783018053518447,0.5548741278713917,0.727047894850067,0.9678611107881282,0.0688,0.0170666666666666,0.9819726116952584,0.546467140753954,19,25,critico,False,0.5409772355406915,0.523322513830718,0.7029845383612655,0.9411583373327604,0.0512465373961218,0.014756019603665,0.9795552841442944,0.5608431732245258,27,38,critico,False,-0.037324569811153174,-0.03155161404067364,-0.0024173275509640213,True
02318396000145,0.4196316944432021,0.2745396180540026,0.6048119620620405,0.978978881812676,0.2,3.4694469519536136e-17,0.7496112560870546,0.4156101214322822,5,5,hhi_alto,False,0.3739088251284361,0.2956474282694907,0.5573020972274842,0.9097106235895932,0.1111111111111111,0.0,0.8265656385368314,0.437953181446955,9,9,baixo_baixo,False,-0.04572286931476599,0.021107810215488076,0.07695438244977681,False
02362976000130,0.0161912676635761,0.002714435713762,0.0480279435307815,0.1178867704846456,0.0135135135135135,3.5169736225283214e-18,0.3958421297918419,0.4223182632338246,74,74,baixo_baixo,False,0.0102364422449173,0.0022544780694731,0.0298990905693285,0.0900257086877243,0.0084233139239075,0.0004267277458745,0.3794600924801823,0.4141116382277481,125,133,baixo_baixo,False,-0.005954825418658799,-0.0004599576442889,-0.016382037311659603,True
02396675000127,0.6811385407136531,0.6492523947850184,0.8186286235351713,0.9768186970020992,0.1020408163265306,0.0122448979591836,0.878113115158065,0.9237949049648396,11,14,hhi_alto,False,0.4137048052912782,0.3857859864956248,0.6188771392259278,0.8762935646618976,0.0555555555555555,0.0105820105820105,0.8437257219146467,0.8397103084225801,22,30,hhi_alto,False,-0.2674337354223749,-0.2634664082893936,-0.03438739324341833,True
02406542000194,0.3514474483474932,0.3311801811083524,0.4392885976413303,0.9494091041307614,0.0385487528344671,0.0085034013605442,0.8769746072673764,0.7171032711935544,33,42,baixo_baixo,False,0.340217399533716,0.3255555639677985,0.4321818418389156,0.9340496827939128,0.0286241920590951,0.0070380629937416,0.8769390160992807,0.7206042871705427,46,57,baixo_baixo,False,-0.011230048813777205,-0.0056246171405539,-3.5591168095705505e-05,True
02458148000108,0.1498651095904484,0.0081759611888565,0.207107696001921,0.653319726257654,0.1428571428571428,0.0,0.5239767245980529,0.567704929552989,7,7,baixo_baixo,False,0.1498651095904484,0.0081759611888565,0.207107696001921,0.653319726257654,0.1428571428571428,0.0,0.5101423200737224,0.5625089024724459,7,7,baixo_baixo,False,0.0,0.0,-0.01383440452433049,True
02482295000105,0.5496088558073645,0.5437596201684991,0.7294874239947559,0.9071282599262444,0.0230623818525519,0.0103748803181695,0.9583999130202968,0.8354977410290116,78,230,critico,False,0.4875452394273862,0.4827107605540597,0.6868225977037956,0.854073925663105,0.0200156985871271,0.0107705636681377,0.9474205190673952,0.8398859586154863,107,364,critico,False,-0.062063616379978315,-0.0610488596144394,-0.010979393952901595,True
02524947000127,0.2588659583575999,0.0735824479469998,0.3095897306821042,0.9627485527309338,0.2,3.4694469519536136e-17,0.555321489944379,0.6924301098418957,5,5,baixo_baixo,False,0.2192222340529886,0.0630666808635864,0.2780917929007461,0.8659281030974452,0.1666666666666666,3.3306690738754695e-17,0.5328827014975083,0.7065271625900915,6,6,baixo_baixo,False,-0.0396437243046113,-0.010515767083413396,-0.02243878844687075,True
02581343000112,0.2448954571451043,0.1505073892882424,0.4147957005523908,0.8446458537577592,0.12,0.01,0.3839730485099799,0.5235537373133902,9,10,baixo_baixo,False,0.1668859562957242,0.114816328564207,0.3350410423286825,0.6822419491444474,0.0617283950617283,0.0030864197530864,0.3944809512966931,0.565724542511215,17,18,baixo_baixo,False,-0.0780095008493801,-0.0356910607240354,0.010507902786713208,True
02701029000126,0.2350122666892017,0.107514311137402,0.3262972190665503,0.8705518346800274,0.1428571428571428,0.0,0.5295630448688637,0.5943253991666352,7,7,baixo_baixo,False,0.2350122666892017,0.107514311137402,0.3262972190665503,0.8705518346800274,0.1428571428571428,0.0,0.5455209004190031,0.6446117473196145,7,7,baixo_baixo,False,0.0,0.0,0.0159578555501394,True
02762633000162,0.1360532656476264,0.09491294496418,0.2676875788258023,0.637990521539711,0.06064209274673,0.0159107638299076,0.8907753036932905,0.5985368532311812,22,29,baixo_baixo,False,0.1077981190386581,0.0843191221712543,0.2355632281309246,0.5614272706640074,0.0321412403802625,0.0066712730218484,0.8610566180505648,0.5739869004145826,39,47,baixo_baixo,False,-0.0282551466089683,-0.0105938227929257,-0.02971868564272573,True
02920909000193,0.2838855477826442,0.2417611682404468,0.493195765819759,0.7835074666479718,0.0555555555555555,0.0,0.6243214337537506,0.4628979830715919,18,18,baixo_baixo,False,0.0670088948678088,0.0458045515693499,0.1328707402609511,0.4345014543065306,0.0234374999999999,0.0012428977272727,0.7371272482007422,0.7951702737081202,45,48,baixo_baixo,False,-0.21687665291483538,-0.1959566166710969,0.11280581444699156,True
03061303000102,0.0982674412742192,0.0606952513273117,0.1852276533790602,0.5351468686478776,0.0510204081632653,0.0114795918367346,0.7332244488168853,0.4113171803383786,25,28,baixo_baixo,False,0.0812559614313693,0.0495751325152096,0.1650261991644366,0.4767822304965452,0.0413223140495867,0.0082644628099173,0.7114657848368069,0.4128482066964924,30,33,baixo_baixo,False,-0.017011479842849897,-0.011120118812102099,-0.02175866398007842,True
03130778000103,0.2837917295305102,0.1644236844522618,0.4370892044430118,0.9242615468951186,0.1428571428571428,0.0,0.6562780116039986,0.6379320991785022,7,7,baixo_baixo,False,0.2837917295305102,0.1644236844522618,0.4370892044430118,0.9242615468951186,0.1428571428571428,0.0,0.6449068896787227,0.6341764444951382,7,7,baixo_baixo,False,0.0,0.0,-0.011371121925275895,True
03133862000180,0.1644277826500228,0.0947967645375247,0.2764627096981881,0.7045866506397358,0.0816326530612245,0.0051020408163265,0.1891427039121958,0.4250789495693365,13,14,baixo_baixo,False,0.1644277826500228,0.0947967645375247,0.2764627096981881,0.7045866506397358,0.0816326530612245,0.0051020408163265,0.1840341690227225,0.429443367244301,13,14,baixo_baixo,False,0.0,0.0,-0.0051085348894732985,True
03183869000107,0.2776271743213109,0.0970339679016386,0.3661802362579246,0.9554495191803004,0.2,3.4694469519536136e-17,0.6482923657385843,0.4262881970000844,5,5,baixo_baixo,False,0.2516382995312229,0.1019659594374675,0.3466423646930565,0.9044706619289468,0.1666666666666666,3.3306690738754695e-17,0.622878065020717,0.4204930557079817,6,6,baixo_baixo,False,-0.02598887479008799,0.004931991535828906,-0.025414300717867322,True
03230443000167,0.934046132755998,0.9328683851266408,0.966427986675824,0.977558447352918,0.032258064516129,0.0149769585253456,0.9864793913006696,0.4257178218463293,57,93,critico,False,0.6095285665840088,0.6032306402385895,0.7486370559322261,0.9765679320139437,0.0366805411030177,0.021143130475647,0.9819388720158192,0.4191366565134603,63,124,critico,False,-0.32451756617198924,-0.3296377448880513,-0.004540519284850442,True
03264792000108,0.1847854547634829,0.1762042490241512,0.4021900065103343,0.603681203484642,0.0235476281445434,0.0132691821250123,0.9121378132880482,0.6336496630122975,96,223,baixo_baixo,False,0.1368406897860543,0.1284605023082489,0.3269426224099353,0.5678140749051437,0.0215480203582523,0.0120484865753227,0.8991733935884834,0.6279345687736044,104,246,baixo_baixo,False,-0.04794476497742861,-0.047743746715902285,-0.012964419699564855,True
03331692000149,0.1089585501060536,0.0198544051166589,0.1540715586470596,0.4922028068488603,0.1005917159763313,0.0106508875739645,0.6236079343642486,0.4275820514845261,11,13,baixo_baixo,False,0.1099120062281914,0.0209032068510105,0.1491911327061071,0.5068032688065468,0.1122448979591836,0.023469387755102,0.6200435504971813,0.4223058270263944,11,14,baixo_baixo,False,0.0009534561221378052,0.0010488017343515989,-0.0035643838670672556,True
03347877000141,0.4507483930538905,0.4257824109199764,0.6573183773677646,0.8617821845294164,0.0723155588020453,0.0301480842021382,0.8483274694792272,0.9926419510304528,23,37,hhi_alto,False,0.3515226080308514,0.3291613186526049,0.5439764688087029,0.8491396902162547,0.0649430594028931,0.0326997166236825,0.8497154644441155,0.9928550670560522,30,57,baixo_baixo,False,-0.09922578502303908,-0.09662109226737148,0.0013879949648882839,False
03347885000198,0.0421368381939179,0.0325582065758571,0.0938679134698422,0.3015633164668414,0.035374634011668,0.0257283803517847,0.9258669152020818,0.9967971185344284,101,371,oculta,True,0.045883224980267,0.0379322518551026,0.1072534353000631,0.3472247165538549,0.0342388789741555,0.0261908696322735,0.9288899379935042,0.9967980464024118,121,492,oculta,True,0.0037463867863491013,0.005374045279245503,0.003023022791422414,True
03387174000147,0.1662204676383578,0.0619980260931526,0.2976042051895178,0.7103886859883796,0.1111111111111111,0.0,0.3353278454871785,0.4888003255223168,9,9,baixo_baixo,False,0.1662204676383578,0.0619980260931526,0.2976042051895178,0.7103886859883796,0.1111111111111111,0.0,0.3427780371455631,0.5425551545410787,9,9,baixo_baixo,False,0.0,0.0,0.0074501916583846195,True
03532661000156,0.2918430140710689,0.114803767588836,0.3614493748644937,0.9850039748500397,0.2653061224489795,0.0816326530612244,0.8247273166616034,0.8902867546739327,5,7,baixo_baixo,False,0.7092110910972237,0.6607462729467609,0.838632989026345,0.960582616118176,0.1851851851851851,0.0493827160493827,0.947077264541286,0.4862987354406895,7,9,critico,False,0.4173680770261548,0.5459425053579249,0.12234994787968267,False
03838193000142,0.8788656177060126,0.8485820221325158,0.9364757296706728,0.9934836897143748,0.2,3.4694469519536136e-17,0.413997541468605,0.4431696700266153,5,5,hhi_alto,False,0.7478198187302247,0.6973837824762698,0.8599783285461206,0.9879961358307104,0.1666666666666666,3.3306690738754695e-17,0.446286654387078,0.484475953420251,6,6,hhi_alto,False,-0.13104579897578783,-0.15119823965624601,0.03228911291847297,True
03918310000188,0.2033035220907753,0.1420191776362195,0.2948163139371847,0.8200457681136215,0.0714285714285714,0.0,0.6686894258972653,0.5827454439948715,14,14,baixo_baixo,False,0.1727146142350652,0.1175622551840696,0.2689049070834408,0.7479719427119161,0.0679012345679012,0.0057613168724279,0.6435265692784846,0.6459244646478262,16,18,baixo_baixo,False,-0.030588907855710085,-0.024456922452149893,-0.025162856618780705,True
04073373000143,0.2601198601651932,0.0751498252064914,0.33471884618923,0.911327177222612,0.2,3.4694469519536136e-17,0.430043090199214,0.6499919033951532,5,5,baixo_baixo,False,0.4492845490168795,0.3574986405196927,0.6441810211298085,0.9326788334865872,0.256198347107438,0.1322314049586776,0.6542471072212002,0.8176931684299958,7,11,hhi_alto,False,0.1891646888516863,0.28234881531320133,0.22420401702198617,False
04124168000160,0.472820427296715,0.3410255341208937,0.6633025299666376,0.9717162003543556,0.2,3.4694469519536136e-17,0.5534823017033595,0.4468696204518196,5,5,hhi_alto,False,0.472820427296715,0.3410255341208937,0.6633025299666376,0.9717162003543556,0.2,3.4694469519536136e-17,0.5419309584284806,0.4420803148308354,5,5,hhi_alto,False,0.0,0.0,-0.011551343274878945,True
04200511000108,0.9438989062413548,0.9345487239482472,0.9714471444389968,0.9924031665408792,0.1851851851851851,0.0493827160493827,0.8459013145944434,0.9258812534628876,7,9,hhi_alto,False,0.7593511798887724,0.7249727770157399,0.8643143175034188,0.9887517583801828,0.16,0.04,0.8239322577174805,0.9495441882581572,8,10,hhi_alto,False,-0.18454772635258232,-0.20957594693250725,-0.021969056876962934,True
